diagnosisId:ID,icdCode,icdVersion,icdTitle,:LABEL
d_73300_9,73300,9,"Osteoporosis, unspecified",Diagnosis
d_59654_9,59654,9,Neurogenic bladder NOS,Diagnosis
d_2411_9,2411,9,Nontoxic multinodular goiter,Diagnosis
d_4414_9,4414,9,Abdominal aneurysm without mention of rupture,Diagnosis
d_J398_10,J398,10,Other specified diseases of upper respiratory tract,Diagnosis
d_I82622_10,I82622,10,Acute embolism and thrombosis of deep veins of left upper extremity,Diagnosis
d_J9622_10,J9622,10,Acute and chronic respiratory failure with hypercapnia,Diagnosis
d_K5790_10,K5790,10,"Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding",Diagnosis
d_M19072_10,M19072,10,"Primary osteoarthritis, left ankle and foot",Diagnosis
d_K8020_10,K8020,10,Calculus of gallbladder without cholecystitis without obstruction,Diagnosis
d_E042_10,E042,10,Nontoxic multinodular goiter,Diagnosis
d_M1000_10,M1000,10,"Idiopathic gout, unspecified site",Diagnosis
d_Z6829_10,Z6829,10,"Body mass index (BMI) 29.0-29.9, adult",Diagnosis
d_4150_9,4150,9,Acute cor pulmonale,Diagnosis
d_7842_9,7842,9,"Swelling, mass, or lump in head and neck",Diagnosis
d_0413_9,0413,9,Friedländer's bacillus infection in conditions classified elsewhere and of unspecified site,Diagnosis
d_7804_9,7804,9,Dizziness and giddiness,Diagnosis
d_E0520_10,E0520,10,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm,Diagnosis
d_N400_10,N400,10,Benign prostatic hyperplasia without lower urinary tract symptoms,Diagnosis
d_R5381_10,R5381,10,Other malaise,Diagnosis
d_L03116_10,L03116,10,Cellulitis of left lower limb,Diagnosis
d_H3530_10,H3530,10,Unspecified macular degeneration,Diagnosis
d_Q6432_10,Q6432,10,Congenital stricture of urethra,Diagnosis
d_F4329_10,F4329,10,Adjustment disorder with other symptoms,Diagnosis
d_Z953_10,Z953,10,Presence of xenogenic heart valve,Diagnosis
d_Z87442_10,Z87442,10,Personal history of urinary calculi,Diagnosis
d_I5042_10,I5042,10,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,Diagnosis
d_T81718A_10,T81718A,10,"Complication of other artery following a procedure, not elsewhere classified, initial encounter",Diagnosis
d_N401_10,N401,10,Benign prostatic hyperplasia with lower urinary tract symptoms,Diagnosis
d_I482_10,I482,10,Chronic atrial fibrillation,Diagnosis
d_T370X5A_10,T370X5A,10,"Adverse effect of sulfonamides, initial encounter",Diagnosis
d_I724_10,I724,10,Aneurysm of artery of lower extremity,Diagnosis
d_D702_10,D702,10,Other drug-induced agranulocytosis,Diagnosis
d_L723_10,L723,10,Sebaceous cyst,Diagnosis
d_B964_10,B964,10,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,Diagnosis
d_R3911_10,R3911,10,Hesitancy of micturition,Diagnosis
d_Z923_10,Z923,10,Personal history of irradiation,Diagnosis
d_C946_10,C946,10,"Myelodysplastic disease, not classified",Diagnosis
d_C9590_10,C9590,10,"Leukemia, unspecified not having achieved remission",Diagnosis
d_K264_10,K264,10,Chronic or unspecified duodenal ulcer with hemorrhage,Diagnosis
d_E8881_10,E8881,10,Metabolic syndrome,Diagnosis
d_Z6833_10,Z6833,10,"Body mass index (BMI) 33.0-33.9, adult",Diagnosis
d_R823_10,R823,10,Hemoglobinuria,Diagnosis
d_D599_10,D599,10,"Acquired hemolytic anemia, unspecified",Diagnosis
d_D46Z_10,D46Z,10,Other myelodysplastic syndromes,Diagnosis
d_E790_10,E790,10,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,Diagnosis
d_I2720_10,I2720,10,"Pulmonary hypertension, unspecified",Diagnosis
d_6202_9,6202,9,Other and unspecified ovarian cyst,Diagnosis
d_4928_9,4928,9,Other emphysema,Diagnosis
d_M351_10,M351,10,Other overlap syndromes,Diagnosis
d_D735_10,D735,10,Infarction of spleen,Diagnosis
d_R161_10,R161,10,"Splenomegaly, not elsewhere classified",Diagnosis
d_R109_10,R109,10,Unspecified abdominal pain,Diagnosis
d_D469_10,D469,10,"Myelodysplastic syndrome, unspecified",Diagnosis
d_J60_10,J60,10,Coalworker's pneumoconiosis,Diagnosis
d_B009_10,B009,10,"Herpesviral infection, unspecified",Diagnosis
d_Y842_10,Y842,10,"Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Diagnosis
d_Z1611_10,Z1611,10,Resistance to penicillins,Diagnosis
d_B961_10,B961,10,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere,Diagnosis
d_K259_10,K259,10,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",Diagnosis
d_T504X5A_10,T504X5A,10,"Adverse effect of drugs affecting uric acid metabolism, initial encounter",Diagnosis
d_D471_10,D471,10,Chronic myeloproliferative disease,Diagnosis
d_L271_10,L271,10,Localized skin eruption due to drugs and medicaments taken internally,Diagnosis
d_I6340_10,I6340,10,Cerebral infarction due to embolism of unspecified cerebral artery,Diagnosis
d_I69893_10,I69893,10,Ataxia following other cerebrovascular disease,Diagnosis
d_R2681_10,R2681,10,Unsteadiness on feet,Diagnosis
d_G8191_10,G8191,10,"Hemiplegia, unspecified affecting right dominant side",Diagnosis
d_I69392_10,I69392,10,Facial weakness following cerebral infarction,Diagnosis
d_D72819_10,D72819,10,"Decreased white blood cell count, unspecified",Diagnosis
d_72989_9,72989,9,Other musculoskeletal symptoms referable to limbs,Diagnosis
d_43889_9,43889,9,Other late effects of cerebrovascular disease,Diagnosis
d_F309_10,F309,10,"Manic episode, unspecified",Diagnosis
d_R12_10,R12,10,Heartburn,Diagnosis
d_J9809_10,J9809,10,"Other diseases of bronchus, not elsewhere classified",Diagnosis
d_R1319_10,R1319,10,Other dysphagia,Diagnosis
d_C3490_10,C3490,10,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Diagnosis
d_B370_10,B370,10,Candidal stomatitis,Diagnosis
d_M797_10,M797,10,Fibromyalgia,Diagnosis
d_B9562_10,B9562,10,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere,Diagnosis
d_K222_10,K222,10,Esophageal obstruction,Diagnosis
d_C3402_10,C3402,10,Malignant neoplasm of left main bronchus,Diagnosis
d_Z8701_10,Z8701,10,Personal history of pneumonia (recurrent),Diagnosis
d_M5430_10,M5430,10,"Sciatica, unspecified side",Diagnosis
d_R1310_10,R1310,10,"Dysphagia, unspecified",Diagnosis
d_B379_10,B379,10,"Candidiasis, unspecified",Diagnosis
d_C3401_10,C3401,10,Malignant neoplasm of right main bronchus,Diagnosis
d_99674_9,99674,9,"Other complications due to other vascular device, implant, and graft",Diagnosis
d_1571_9,1571,9,Malignant neoplasm of body of pancreas,Diagnosis
d_56889_9,56889,9,Other specified disorders of peritoneum,Diagnosis
d_4568_9,4568,9,Varices of other sites,Diagnosis
d_78094_9,78094,9,Early satiety,Diagnosis
d_4471_9,4471,9,Stricture of artery,Diagnosis
d_1977_9,1977,9,"Malignant neoplasm of liver, secondary",Diagnosis
d_99731_9,99731,9,Ventilator associated pneumonia,Diagnosis
d_V4611_9,V4611,9,"Dependence on respirator, status",Diagnosis
d_E9358_9,E9358,9,Other specified analgesics and antipyretics causing adverse effects in therapeutic use,Diagnosis
d_5921_9,5921,9,Calculus of ureter,Diagnosis
d_1541_9,1541,9,Malignant neoplasm of rectum,Diagnosis
d_V1351_9,V1351,9,Personal history of pathologic fracture,Diagnosis
d_V446_9,V446,9,Other artificial opening of urinary tract status,Diagnosis
d_56942_9,56942,9,Anal or rectal pain,Diagnosis
d_E9342_9,E9342,9,Anticoagulants causing adverse effects in therapeutic use,Diagnosis
d_E9320_9,E9320,9,Adrenal cortical steroids causing adverse effects in therapeutic use,Diagnosis
d_5934_9,5934,9,Other ureteric obstruction,Diagnosis
d_78079_9,78079,9,Other malaise and fatigue,Diagnosis
d_1543_9,1543,9,"Malignant neoplasm of anus, unspecified site",Diagnosis
d_71596_9,71596,9,"Osteoarthrosis, unspecified whether generalized or localized, lower leg",Diagnosis
d_2555_9,2555,9,Other adrenal hypofunction,Diagnosis
d_E9478_9,E9478,9,Other drugs and medicinal substances causing adverse effects in therapeutic use,Diagnosis
d_1122_9,1122,9,Candidiasis of other urogenital sites,Diagnosis
d_42832_9,42832,9,Chronic diastolic heart failure,Diagnosis
d_28412_9,28412,9,Other drug-induced pancytopenia,Diagnosis
d_1548_9,1548,9,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus",Diagnosis
d_71536_9,71536,9,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg",Diagnosis
d_59972_9,59972,9,Microscopic hematuria,Diagnosis
d_C211_10,C211,10,Malignant neoplasm of anal canal,Diagnosis
d_M179_10,M179,10,"Osteoarthritis of knee, unspecified",Diagnosis
d_K311_10,K311,10,Adult hypertrophic pyloric stenosis,Diagnosis
d_E8809_10,E8809,10,"Other disorders of plasma-protein metabolism, not elsewhere classified",Diagnosis
d_T8359XA_10,T8359XA,10,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system, initial encounter",Diagnosis
d_C7889_10,C7889,10,Secondary malignant neoplasm of other digestive organs,Diagnosis
d_Z433_10,Z433,10,Encounter for attention to colostomy,Diagnosis
d_C786_10,C786,10,Secondary malignant neoplasm of retroperitoneum and peritoneum,Diagnosis
d_Q620_10,Q620,10,Congenital hydronephrosis,Diagnosis
d_K5660_10,K5660,10,Unspecified intestinal obstruction,Diagnosis
d_N12_10,N12,10,"Tubulo-interstitial nephritis, not specified as acute or chronic",Diagnosis
d_T8131XA_10,T8131XA,10,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter",Diagnosis
d_81600_9,81600,9,"Closed fracture of phalanx or phalanges of hand, unspecified",Diagnosis
d_V6441_9,V6441,9,Laparoscopic surgical procedure converted to open procedure,Diagnosis
d_E887_9,E887,9,"Fracture, cause unspecified",Diagnosis
d_99809_9,99809,9,"Postoperative shock, other",Diagnosis
d_V8533_9,V8533,9,"Body Mass Index 33.0-33.9, adult",Diagnosis
d_99594_9,99594,9,Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction,Diagnosis
d_56089_9,56089,9,Other specified intestinal obstruction,Diagnosis
d_45383_9,45383,9,"Acute venous embolism and thrombosis of upper extremity, unspecified",Diagnosis
d_55320_9,55320,9,"Ventral, unspecified, hernia without mention of obstruction or gangrene",Diagnosis
d_99604_9,99604,9,Mechanical complication of automatic implantable cardiac defibrillator,Diagnosis
d_E8498_9,E8498,9,Accidents occurring in other specified places,Diagnosis
d_4263_9,4263,9,Other left bundle branch block,Diagnosis
d_E8768_9,E8768,9,Other specified misadventures during medical care,Diagnosis
d_29532_9,29532,9,"Paranoid type schizophrenia, chronic",Diagnosis
d_9961_9,9961,9,"Mechanical complication of other vascular device, implant, and graft",Diagnosis
d_4259_9,4259,9,"Secondary cardiomyopathy, unspecified",Diagnosis
d_V1052_9,V1052,9,Personal history of malignant neoplasm of kidney,Diagnosis
d_29530_9,29530,9,"Paranoid type schizophrenia, unspecified",Diagnosis
d_7852_9,7852,9,Undiagnosed cardiac murmurs,Diagnosis
d_T43505S_10,T43505S,10,"Adverse effect of unspecified antipsychotics and neuroleptics, sequela",Diagnosis
d_Z85528_10,Z85528,10,Personal history of other malignant neoplasm of kidney,Diagnosis
d_I427_10,I427,10,Cardiomyopathy due to drug and external agent,Diagnosis
d_F200_10,F200,10,Paranoid schizophrenia,Diagnosis
d_I081_10,I081,10,Rheumatic disorders of both mitral and tricuspid valves,Diagnosis
d_Z905_10,Z905,10,Acquired absence of kidney,Diagnosis
d_I071_10,I071,10,Rheumatic tricuspid insufficiency,Diagnosis
d_E874_10,E874,10,Mixed disorder of acid-base balance,Diagnosis
d_I420_10,I420,10,Dilated cardiomyopathy,Diagnosis
d_T8089XA_10,T8089XA,10,"Other complications following infusion, transfusion and therapeutic injection, initial encounter",Diagnosis
d_Z4502_10,Z4502,10,Encounter for adjustment and management of automatic implantable cardiac defibrillator,Diagnosis
d_R112_10,R112,10,"Nausea with vomiting, unspecified",Diagnosis
d_7530_9,7530,9,Renal agenesis and dysgenesis,Diagnosis
d_V5331_9,V5331,9,Fitting and adjustment of cardiac pacemaker,Diagnosis
d_40491_9,40491,9,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",Diagnosis
d_V8523_9,V8523,9,"Body Mass Index 27.0-27.9, adult",Diagnosis
d_3970_9,3970,9,Diseases of tricuspid valve,Diagnosis
d_E806_10,E806,10,Other disorders of bilirubin metabolism,Diagnosis
d_I361_10,I361,10,Nonrheumatic tricuspid (valve) insufficiency,Diagnosis
d_I428_10,I428,10,Other cardiomyopathies,Diagnosis
d_7197_9,7197,9,Difficulty in walking,Diagnosis
d_92320_9,92320,9,Contusion of hand(s),Diagnosis
d_E9063_9,E9063,9,Bite of other animal except arthropod,Diagnosis
d_78057_9,78057,9,Unspecified sleep apnea,Diagnosis
d_7823_9,7823,9,Edema,Diagnosis
d_71650_9,71650,9,"Unspecified polyarthropathy or polyarthritis, site unspecified",Diagnosis
d_59960_9,59960,9,"Urinary obstruction, unspecified",Diagnosis
d_5305_9,5305,9,Dyskinesia of esophagus,Diagnosis
d_I082_10,I082,10,Rheumatic disorders of both aortic and tricuspid valves,Diagnosis
d_4149_9,4149,9,"Chronic ischemic heart disease, unspecified",Diagnosis
d_1741_9,1741,9,Malignant neoplasm of central portion of female breast,Diagnosis
d_L0591_10,L0591,10,Pilonidal cyst without abscess,Diagnosis
d_I69351_10,I69351,10,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,Diagnosis
d_I69322_10,I69322,10,Dysarthria following cerebral infarction,Diagnosis
d_G92_10,G92,10,Toxic encephalopathy,Diagnosis
d_I69391_10,I69391,10,Dysphagia following cerebral infarction,Diagnosis
d_I5043_10,I5043,10,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,Diagnosis
d_A0472_10,A0472,10,"Enterocolitis due to Clostridium difficile, not specified as recurrent",Diagnosis
d_43310_9,43310,9,Occlusion and stenosis of carotid artery without mention of cerebral infarction,Diagnosis
d_78469_9,78469,9,Other symbolic dysfunction,Diagnosis
d_43491_9,43491,9,"Cerebral artery occlusion, unspecified with cerebral infarction",Diagnosis
d_82021_9,82021,9,Closed fracture of intertrochanteric section of neck of femur,Diagnosis
d_43811_9,43811,9,"Late effects of cerebrovascular disease, aphasia",Diagnosis
d_V090_9,V090,9,Infection with microorganisms resistant to penicillins,Diagnosis
d_5559_9,5559,9,Regional enteritis of unspecified site,Diagnosis
d_Y92199_10,Y92199,10,Unspecified place in other specified residential institution as the place of occurrence of the external cause,Diagnosis
d_S82251A_10,S82251A,10,"Displaced comminuted fracture of shaft of right tibia, initial encounter for closed fracture",Diagnosis
d_H548_10,H548,10,"Legal blindness, as defined in USA",Diagnosis
d_R21_10,R21,10,Rash and other nonspecific skin eruption,Diagnosis
d_J918_10,J918,10,Pleural effusion in other conditions classified elsewhere,Diagnosis
d_H540_10,H540,10,"Blindness, both eyes",Diagnosis
d_4473_9,4473,9,Hyperplasia of renal artery,Diagnosis
d_42830_9,42830,9,"Diastolic heart failure, unspecified",Diagnosis
d_L97429_10,L97429,10,Non-pressure chronic ulcer of left heel and midfoot with unspecified severity,Diagnosis
d_L97229_10,L97229,10,Non-pressure chronic ulcer of left calf with unspecified severity,Diagnosis
d_I70262_10,I70262,10,"Atherosclerosis of native arteries of extremities with gangrene, left leg",Diagnosis
d_E11622_10,E11622,10,Type 2 diabetes mellitus with other skin ulcer,Diagnosis
d_E11628_10,E11628,10,Type 2 diabetes mellitus with other skin complications,Diagnosis
d_L97419_10,L97419,10,Non-pressure chronic ulcer of right heel and midfoot with unspecified severity,Diagnosis
d_L97523_10,L97523,10,Non-pressure chronic ulcer of other part of left foot with necrosis of muscle,Diagnosis
d_4401_9,4401,9,Atherosclerosis of renal artery,Diagnosis
d_30521_9,30521,9,"Cannabis abuse, continuous",Diagnosis
d_6820_9,6820,9,Cellulitis and abscess of face,Diagnosis
d_V8536_9,V8536,9,"Body Mass Index 36.0-36.9, adult",Diagnosis
d_L89899_10,L89899,10,"Pressure ulcer of other site, unspecified stage",Diagnosis
d_L97529_10,L97529,10,Non-pressure chronic ulcer of other part of left foot with unspecified severity,Diagnosis
d_R159_10,R159,10,Full incontinence of feces,Diagnosis
d_Z1623_10,Z1623,10,Resistance to quinolones and fluoroquinolones,Diagnosis
d_Z1621_10,Z1621,10,Resistance to vancomycin,Diagnosis
d_K5903_10,K5903,10,Drug induced constipation,Diagnosis
d_B952_10,B952,10,Enterococcus as the cause of diseases classified elsewhere,Diagnosis
d_H34239_10,H34239,10,"Retinal artery branch occlusion, unspecified eye",Diagnosis
d_G43109_10,G43109,10,"Migraine with aura, not intractable, without status migrainosus",Diagnosis
d_R918_10,R918,10,Other nonspecific abnormal finding of lung field,Diagnosis
d_E278_10,E278,10,Other specified disorders of adrenal gland,Diagnosis
d_I701_10,I701,10,Atherosclerosis of renal artery,Diagnosis
d_J441_10,J441,10,Chronic obstructive pulmonary disease with (acute) exacerbation,Diagnosis
d_Z800_10,Z800,10,Family history of malignant neoplasm of digestive organs,Diagnosis
d_W208XXA_10,W208XXA,10,"Other cause of strike by thrown, projected or falling object, initial encounter",Diagnosis
d_K5791_10,K5791,10,"Diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding",Diagnosis
d_S9032XA_10,S9032XA,10,"Contusion of left foot, initial encounter",Diagnosis
d_I7789_10,I7789,10,Other specified disorders of arteries and arterioles,Diagnosis
d_V8537_9,V8537,9,"Body Mass Index 37.0-37.9, adult",Diagnosis
d_25040_9,25040,9,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled",Diagnosis
d_V0179_9,V0179,9,Contact with or exposure to other viral diseases,Diagnosis
d_71940_9,71940,9,"Pain in joint, site unspecified",Diagnosis
d_36230_9,36230,9,"Retinal vascular occlusion, unspecified",Diagnosis
d_T465X5A_10,T465X5A,10,"Adverse effect of other antihypertensive drugs, initial encounter",Diagnosis
d_30183_9,30183,9,Borderline personality disorder,Diagnosis
d_G1221_10,G1221,10,Amyotrophic lateral sclerosis,Diagnosis
d_Z930_10,Z930,10,Tracheostomy status,Diagnosis
d_R4182_10,R4182,10,"Altered mental status, unspecified",Diagnosis
d_G3109_10,G3109,10,Other frontotemporal dementia,Diagnosis
d_D721_10,D721,10,Eosinophilia,Diagnosis
d_N10_10,N10,10,Acute pyelonephritis,Diagnosis
d_B9620_10,B9620,10,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,Diagnosis
d_J9610_10,J9610,10,"Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia",Diagnosis
d_Z931_10,Z931,10,Gastrostomy status,Diagnosis
d_T360X5A_10,T360X5A,10,"Adverse effect of penicillins, initial encounter",Diagnosis
d_Z430_10,Z430,10,Encounter for attention to tracheostomy,Diagnosis
d_Z4689_10,Z4689,10,Encounter for fitting and adjustment of other specified devices,Diagnosis
d_Z434_10,Z434,10,Encounter for attention to other artificial openings of digestive tract,Diagnosis
d_Z8546_10,Z8546,10,Personal history of malignant neoplasm of prostate,Diagnosis
d_I6521_10,I6521,10,Occlusion and stenosis of right carotid artery,Diagnosis
d_Z8571_10,Z8571,10,Personal history of Hodgkin lymphoma,Diagnosis
d_Z952_10,Z952,10,Presence of prosthetic heart valve,Diagnosis
d_V4581_9,V4581,9,Aortocoronary bypass status,Diagnosis
d_V422_9,V422,9,Heart valve replaced by transplant,Diagnosis
d_20190_9,20190,9,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",Diagnosis
d_I6522_10,I6522,10,Occlusion and stenosis of left carotid artery,Diagnosis
d_V1079_9,V1079,9,Personal history of other lymphatic and hematopoietic neoplasms,Diagnosis
d_V4579_9,V4579,9,Other acquired absence of organ,Diagnosis
d_V1072_9,V1072,9,Personal history of hodgkin's disease,Diagnosis
d_3968_9,3968,9,Multiple involvement of mitral and aortic valves,Diagnosis
d_F28_10,F28,10,Other psychotic disorder not due to a substance or known physiological condition,Diagnosis
d_F319_10,F319,10,"Bipolar disorder, unspecified",Diagnosis
d_K047_10,K047,10,Periapical abscess without sinus,Diagnosis
d_F5001_10,F5001,10,"Anorexia nervosa, restricting type",Diagnosis
d_E038_10,E038,10,Other specified hypothyroidism,Diagnosis
d_R1312_10,R1312,10,"Dysphagia, oropharyngeal phase",Diagnosis
d_F514_10,F514,10,Sleep terrors [night terrors],Diagnosis
d_F1220_10,F1220,10,"Cannabis dependence, uncomplicated",Diagnosis
d_T17920A_10,T17920A,10,"Food in respiratory tract, part unspecified causing asphyxiation, initial encounter",Diagnosis
d_T4275XA_10,T4275XA,10,"Adverse effect of unspecified antiepileptic and sedative-hypnotic drugs, initial encounter",Diagnosis
d_R490_10,R490,10,Dysphonia,Diagnosis
d_I4581_10,I4581,10,Long QT syndrome,Diagnosis
d_Z1639_10,Z1639,10,Resistance to other specified antimicrobial drug,Diagnosis
d_I2602_10,I2602,10,Saddle embolus of pulmonary artery with acute cor pulmonale,Diagnosis
d_F603_10,F603,10,Borderline personality disorder,Diagnosis
d_W1830XD_10,W1830XD,10,"Fall on same level, unspecified, subsequent encounter",Diagnosis
d_J309_10,J309,10,"Allergic rhinitis, unspecified",Diagnosis
d_M720_10,M720,10,Palmar fascial fibromatosis [Dupuytren],Diagnosis
d_F209_10,F209,10,"Schizophrenia, unspecified",Diagnosis
d_L570_10,L570,10,Actinic keratosis,Diagnosis
d_Z8674_10,Z8674,10,Personal history of sudden cardiac arrest,Diagnosis
d_L409_10,L409,10,"Psoriasis, unspecified",Diagnosis
d_M810_10,M810,10,Age-related osteoporosis without current pathological fracture,Diagnosis
d_J95811_10,J95811,10,Postprocedural pneumothorax,Diagnosis
d_H269_10,H269,10,Unspecified cataract,Diagnosis
d_H6120_10,H6120,10,"Impacted cerumen, unspecified ear",Diagnosis
d_G931_10,G931,10,"Anoxic brain damage, not elsewhere classified",Diagnosis
d_S42291D_10,S42291D,10,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with routine healing",Diagnosis
d_I82621_10,I82621,10,Acute embolism and thrombosis of deep veins of right upper extremity,Diagnosis
d_M542_10,M542,10,Cervicalgia,Diagnosis
d_R45851_10,R45851,10,Suicidal ideations,Diagnosis
d_Z9114_10,Z9114,10,Patient's other noncompliance with medication regimen,Diagnosis
d_B20_10,B20,10,Human immunodeficiency virus [HIV] disease,Diagnosis
d_S0990XA_10,S0990XA,10,"Unspecified injury of head, initial encounter",Diagnosis
d_F10129_10,F10129,10,"Alcohol abuse with intoxication, unspecified",Diagnosis
d_E162_10,E162,10,"Hypoglycemia, unspecified",Diagnosis
d_V620_9,V620,9,Unemployment,Diagnosis
d_3559_9,3559,9,Mononeuritis of unspecified site,Diagnosis
d_30560_9,30560,9,"Cocaine abuse, unspecified",Diagnosis
d_V1552_9,V1552,9,Personal history of traumatic brain injury,Diagnosis
d_30001_9,30001,9,Panic disorder without agoraphobia,Diagnosis
d_V6284_9,V6284,9,Suicidal ideation,Diagnosis
d_V600_9,V600,9,Lack of housing,Diagnosis
d_7801_9,7801,9,Hallucinations,Diagnosis
d_30590_9,30590,9,"Other, mixed, or unspecified drug abuse, unspecified",Diagnosis
d_F1099_10,F1099,10,"Alcohol use, unspecified with unspecified alcohol-induced disorder",Diagnosis
d_Z87820_10,Z87820,10,Personal history of traumatic brain injury,Diagnosis
d_F1490_10,F1490,10,"Cocaine use, unspecified, uncomplicated",Diagnosis
d_F1994_10,F1994,10,"Other psychoactive substance use, unspecified with psychoactive substance-induced mood disorder",Diagnosis
d_29284_9,29284,9,Drug-induced mood disorder,Diagnosis
d_6253_9,6253,9,Dysmenorrhea,Diagnosis
d_29633_9,29633,9,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior",Diagnosis
d_30553_9,30553,9,"Opioid abuse, in remission",Diagnosis
d_37950_9,37950,9,"Nystagmus, unspecified",Diagnosis
d_2511_9,2511,9,Other specified hypoglycemia,Diagnosis
d_F29_10,F29,10,Unspecified psychosis not due to a substance or known physiological condition,Diagnosis
d_F1910_10,F1910,10,"Other psychoactive substance abuse, uncomplicated",Diagnosis
d_Z21_10,Z21,10,Asymptomatic human immunodeficiency virus [HIV] infection status,Diagnosis
d_F1110_10,F1110,10,"Opioid abuse, uncomplicated",Diagnosis
d_F1410_10,F1410,10,"Cocaine abuse, uncomplicated",Diagnosis
d_33819_9,33819,9,Other acute pain,Diagnosis
d_24900_9,24900,9,"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",Diagnosis
d_V443_9,V443,9,Colostomy status,Diagnosis
d_78909_9,78909,9,"Abdominal pain, other specified site",Diagnosis
d_1179_9,1179,9,Other and unspecified mycoses,Diagnosis
d_5778_9,5778,9,Other specified diseases of pancreas,Diagnosis
d_V1279_9,V1279,9,Personal history of other diseases of digestive system,Diagnosis
d_6930_9,6930,9,Dermatitis due to drugs and medicines taken internally,Diagnosis
d_5771_9,5771,9,Chronic pancreatitis,Diagnosis
d_45385_9,45385,9,Acute venous embolism and thrombosis of subclavian veins,Diagnosis
d_Z981_10,Z981,10,Arthrodesis status,Diagnosis
d_V499XXA_10,V499XXA,10,"Car occupant (driver) (passenger) injured in unspecified traffic accident, initial encounter",Diagnosis
d_S22069A_10,S22069A,10,"Unspecified fracture of T7-T8 vertebra, initial encounter for closed fracture",Diagnosis
d_G43909_10,G43909,10,"Migraine, unspecified, not intractable, without status migrainosus",Diagnosis
d_M40209_10,M40209,10,"Unspecified kyphosis, site unspecified",Diagnosis
d_S22059A_10,S22059A,10,"Unspecified fracture of T5-T6 vertebra, initial encounter for closed fracture",Diagnosis
d_S22049A_10,S22049A,10,"Unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture",Diagnosis
d_V270XXA_10,V270XXA,10,"Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter",Diagnosis
d_S271XXA_10,S271XXA,10,"Traumatic hemothorax, initial encounter",Diagnosis
d_F1290_10,F1290,10,"Cannabis use, unspecified, uncomplicated",Diagnosis
d_S066X0A_10,S066X0A,10,"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",Diagnosis
d_S12600A_10,S12600A,10,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Diagnosis
d_S240XXA_10,S240XXA,10,"Concussion and edema of thoracic spinal cord, initial encounter",Diagnosis
d_S32029A_10,S32029A,10,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",Diagnosis
d_E041_10,E041,10,Nontoxic single thyroid nodule,Diagnosis
d_Y92488_10,Y92488,10,Other paved roadways as the place of occurrence of the external cause,Diagnosis
d_V8609XS_10,V8609XS,10,"Driver of other special all-terrain or other off-road motor vehicle injured in traffic accident, sequela",Diagnosis
d_M25511_10,M25511,10,Pain in right shoulder,Diagnosis
d_F1210_10,F1210,10,"Cannabis abuse, uncomplicated",Diagnosis
d_29281_9,29281,9,Drug-induced delirium,Diagnosis
d_7102_9,7102,9,Sicca syndrome,Diagnosis
d_E9393_9,E9393,9,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use",Diagnosis
d_S79912A_10,S79912A,10,"Unspecified injury of left hip, initial encounter",Diagnosis
d_H04123_10,H04123,10,Dry eye syndrome of bilateral lacrimal glands,Diagnosis
d_Z961_10,Z961,10,Presence of intraocular lens,Diagnosis
d_Y92129_10,Y92129,10,Unspecified place in nursing home as the place of occurrence of the external cause,Diagnosis
d_E049_10,E049,10,"Nontoxic goiter, unspecified",Diagnosis
d_M5030_10,M5030,10,"Other cervical disc degeneration, unspecified cervical region",Diagnosis
